,Job tenure,Age,Car price,Funding amount,Down payment,Loan duration,Default (y)
4362,24,82,6680,6300,0,36,0
4727,23,77,13960,12981,0,48,0
5736,3,30,15945,17664,0,96,0
755,1,26,8900,9725,0,72,0
6734,1,48,15990,6080,1,48,0
3197,4,62,4990,5447,0,60,0
6400,31,53,5900,5900,0,48,0
3408,8,32,10000,10000,0,60,0
7253,2,40,13980,15434,0,84,0
6356,0,25,13900,12900,0,36,0
3424,1,64,16790,13790,0,48,0
44,1,47,16500,14565,0,72,0
2407,5,56,28485,11881,1,48,0
6110,3,38,12990,13284,0,84,0
6145,0,47,8850,9443,0,60,0
1255,6,26,12000,8000,0,60,0
1701,1,52,9990,9990,0,48,0
654,16,36,11999,9638,0,72,0
319,12,37,9990,12131,0,96,0
4384,9,28,22910,25744,1,60,0
5077,28,52,12800,6443,0,36,0
4245,2,67,3300,3917,0,60,0
6165,5,71,11054,11054,0,48,0
915,2,50,5700,3830,0,36,0
2669,17,70,6700,5300,0,36,0
6992,26,46,9990,6999,0,48,0
3768,23,41,10990,10990,0,72,0
2689,28,58,11060,10270,0,72,0
1562,5,51,11149,13334,0,84,0
6766,4,58,10350,11087,0,60,0
6426,2,67,16339,19779,0,60,0
2516,8,50,13485,10385,0,48,0
6013,23,50,10900,4689,1,48,0
5768,3,43,6887,6887,0,36,0
3662,11,71,2830,2830,0,24,0
6218,11,41,6390,4000,0,36,0
921,2,41,14990,13552,0,60,0
1942,0,22,9500,7300,0,48,0
7268,2,26,9283,9283,0,12,0
6105,1,46,5382,5726,0,24,0
4228,31,48,28390,14390,0,48,0
3752,27,55,17550,7350,1,60,0
1041,32,57,5254,5547,0,24,0
2883,9,40,11990,10990,0,60,0
783,11,61,14590,24245,0,96,0
7322,7,35,30500,25800,0,60,0
4309,4,46,16000,15592,0,60,0
5740,18,54,5971,6138,0,36,0
1580,3,41,5600,1501,1,24,0
3018,1,28,15200,11785,0,48,0
506,19,60,7350,7500,0,72,0
3102,11,46,4084,4342,0,24,0
4522,5,26,5550,3275,1,36,0
88,39,63,15990,13142,0,72,0
1928,5,29,9500,4827,0,36,0
4231,1,31,7290,8305,0,60,0
2664,11,58,22080,21643,0,60,0
5019,3,22,23700,25917,0,72,0
3852,5,23,22559,19184,0,60,0
3583,18,73,3659,3659,0,12,0
5532,20,53,11650,11650,0,84,0
6695,0,57,10990,8490,0,36,0
6380,2,41,13290,12025,0,60,0
1730,18,51,25700,19800,0,72,0
2283,9,51,11980,11980,0,84,0
1033,19,49,9000,9650,0,36,0
2840,1,27,17048,18459,0,60,0
5751,1,30,12500,10293,0,60,0
6223,15,50,27590,22906,0,96,0
4125,22,63,16650,15804,0,60,0
7153,3,51,23100,18568,0,60,0
414,30,54,23521,13957,0,48,0
6499,2,32,3500,3759,0,36,0
4840,0,36,7990,7595,0,60,0
6798,5,24,14490,15638,0,60,0
3131,2,37,30500,28500,0,72,0
4489,0,63,6800,3800,0,24,0
2577,35,58,7207,7598,0,24,0
809,15,34,10990,10990,0,60,0
1446,7,68,6400,4025,0,60,0
6758,1,24,8069,3440,1,36,0
180,12,59,27219,20219,0,48,0
4032,4,66,12990,12990,0,60,0
7348,16,48,11040,11967,0,60,0
7226,6,31,5674,5674,0,16,0
2418,25,55,4140,4140,0,12,0
1223,11,49,15990,11570,0,60,0
6529,18,45,7870,9454,0,84,0
68,10,51,16900,17920,0,72,0
198,13,48,10360,10094,0,48,0
5891,6,56,15990,15490,0,60,0
4436,10,60,11200,5200,0,24,0
436,5,46,17900,13862,0,48,0
1083,14,75,4899,4899,0,24,0
5684,34,50,31915,29407,0,72,0
2820,26,46,16990,15034,0,60,0
4128,19,38,5890,6400,0,60,0
84,17,53,9800,9800,0,72,0
5351,0,20,8500,8000,0,24,0
1616,8,67,8590,9071,0,72,0
108,4,51,7680,8897,0,72,0
3114,9,53,13980,15077,0,48,0
4767,5,43,19999,23233,0,72,0
3858,0,39,15490,12000,0,48,0
3016,3,34,14400,14400,0,48,0
6599,0,30,9589,9202,0,60,0
6314,8,51,15900,12897,0,48,0
5542,32,58,13500,6909,0,36,0
2447,26,58,13900,8934,0,96,0
3532,15,48,5000,4000,0,36,0
644,21,76,13150,8350,0,48,0
6960,6,25,10513,10513,0,48,0
4374,0,61,21800,21612,0,60,0
6340,0,28,6880,6880,0,36,0
7316,20,47,6900,6464,0,72,0
3405,21,49,29710,21710,0,60,0
7389,3,68,14790,6790,1,48,0
2439,7,39,12800,5877,1,60,0
6579,8,49,6155,6743,0,72,0
6050,11,72,10490,10490,0,48,0
5368,1,28,14990,16254,0,60,0
3661,2,45,7900,6519,0,60,0
7323,7,59,9035,9742,0,36,0
4998,13,75,9850,9068,0,36,0
156,5,40,20849,20849,0,60,0
5162,14,59,11290,11359,0,60,0
4538,14,52,13100,12992,0,96,0
744,4,54,7495,6758,0,72,0
1268,1,25,18500,20016,0,60,0
1432,2,47,12110,8710,0,48,0
5321,25,51,3608,3608,0,12,0
3207,5,52,5825,4825,0,24,0
4371,25,49,14623,14623,0,48,0
1831,9,41,36159,11159,1,60,0
5090,4,47,15920,15920,0,60,0
6382,24,45,7990,9447,0,72,0
3407,22,45,20970,10785,1,48,0
6301,14,55,23719,22720,0,36,0
4526,20,53,12300,10300,0,48,0
1024,4,26,20990,22381,0,72,0
3276,28,51,14900,10000,0,72,0
533,8,30,22650,12650,1,60,0
7213,3,40,9180,7866,0,72,0
1357,15,66,5901,5901,0,48,0
7274,1,26,9950,9250,0,72,0
5333,9,39,9510,3769,1,36,0
2333,1,21,4900,4900,0,48,0
3346,25,42,11490,6640,0,36,0
4684,12,69,22126,12193,0,72,0
7212,5,38,8950,6935,0,48,0
7321,9,69,11885,12000,0,60,0
4733,13,49,5924,6368,0,36,0
2132,7,29,17290,11928,0,60,0
2146,29,57,4990,4249,0,36,0
2798,0,32,9990,5990,0,48,0
4480,11,50,9700,5037,0,36,0
2226,2,34,15840,15950,0,60,0
461,18,55,9331,10336,0,84,0
3248,7,26,22700,25149,0,84,0
3641,1,55,18100,6100,1,24,0
4343,25,51,23600,14645,1,48,0
2927,4,30,22450,24689,0,72,0
1539,21,50,4750,4750,0,36,0
7223,17,62,12500,9125,0,60,0
2436,7,28,11990,14322,0,60,0
4192,3,36,5990,6872,0,48,0
2602,27,52,9990,5990,1,48,0
5480,14,30,20850,25599,0,72,0
2885,19,46,22702,16951,0,48,0
1451,26,56,8500,8891,0,36,0
3491,7,23,13844,12494,0,36,0
5613,36,60,10379,8984,0,48,0
1526,0,63,5698,6358,0,48,0
790,1,29,12950,12984,0,60,0
7199,8,35,9900,6050,0,36,0
1425,2,38,7500,6200,0,48,0
1847,16,35,5800,6255,0,48,0
3439,9,35,9300,10084,0,60,0
4213,2,64,10250,9109,1,72,0
6605,8,27,15899,14665,0,60,0
4739,1,31,16220,17831,0,72,0
6133,7,60,5360,1948,1,36,0
838,15,36,8048,8048,0,36,0
6104,2,22,14760,14760,0,48,0
5339,11,52,19249,22019,0,60,0
1222,10,39,16400,13400,0,60,0
5291,15,77,9259,3259,1,24,0
7014,3,67,12000,10000,0,72,0
1277,30,56,11050,11050,0,48,0
6076,25,49,14990,16300,0,96,0
196,3,19,7990,4255,1,24,0
7060,2,58,19680,12825,0,60,0
5433,7,65,5490,5915,0,72,0
4707,1,42,9800,8500,0,48,0
3615,35,52,12000,13078,0,60,0
1212,2,27,30061,25061,0,60,0
1718,3,37,19400,16490,0,48,0
4507,6,47,12359,14067,0,60,0
4504,16,38,5500,3500,0,60,0
2277,2,41,15000,16617,0,96,0
7301,2,52,16700,16700,0,96,0
2207,28,51,12000,12144,0,84,0
3907,2,26,10700,6147,0,36,0
1199,28,49,28000,18000,0,60,0
3098,7,54,18760,15760,0,72,0
2266,18,49,14600,7086,0,36,0
1773,6,58,2791,2791,0,12,0
4828,4,31,13000,14793,0,60,0
5839,1,32,12234,6635,1,36,0
1954,20,43,17000,17000,0,60,0
5834,4,67,16359,14359,0,48,0
2851,10,48,5895,5319,0,60,0
1659,12,41,21300,16066,0,60,0
5842,3,45,12901,9990,0,84,0
295,7,58,4643,4894,0,48,0
5224,2,45,14697,13017,0,60,0
485,17,62,5890,6567,0,72,0
3536,4,54,12173,12173,0,48,0
3143,6,56,5037,5037,0,36,0
2404,0,19,10669,12311,0,72,1
2688,5,31,16190,13390,0,60,0
1587,9,75,19990,9990,1,36,0
2934,29,57,4940,5171,0,36,0
287,12,34,17500,17500,0,60,0
6460,3,50,7900,8469,0,48,0
6600,5,67,12990,9024,0,48,0
4296,0,24,15700,17466,0,96,0
2123,4,67,6500,3131,0,24,0
5823,15,45,16900,4400,1,48,0
3063,4,37,5400,4314,0,48,0
3237,1,64,26500,20100,0,72,0
3164,23,54,7039,4792,0,60,0
6662,2,58,11490,12948,0,60,0
6004,39,60,20666,21147,0,48,0
1366,31,58,30685,24929,0,60,0
5002,10,74,11800,12241,0,48,0
5038,7,49,5239,5693,0,60,0
2540,2,45,6250,4945,0,60,0
721,1,41,15860,18346,0,60,0
2570,17,54,9900,8008,0,60,0
2552,10,49,23448,24247,0,72,0
1672,23,57,13500,13500,0,72,0
5466,4,33,4600,3600,0,48,0
4877,15,58,11950,9795,0,60,0
7411,3,33,7500,6000,0,12,0
7071,8,59,10109,10238,0,60,0
4269,2,43,14260,16582,0,72,0
2232,25,56,8375,9174,0,48,0
3167,16,47,25000,25000,0,48,0
134,19,56,19160,15538,0,48,0
5681,34,51,9460,2009,1,12,0
4630,3,45,11290,2290,1,24,0
1292,18,51,11490,12595,0,72,0
3815,7,44,12000,10700,0,96,0
2100,19,62,14490,12105,0,60,0
1480,26,56,9000,9739,0,96,0
1545,8,61,8238,8238,0,36,0
1515,0,25,12500,9000,0,48,0
41,21,40,6752,6752,0,36,0
4041,9,33,24885,22535,0,60,0
5465,3,21,10090,11948,0,60,0
430,11,73,14990,14500,0,60,0
6257,0,44,11750,13562,0,60,0
3075,2,43,14737,14876,0,24,0
1095,3,33,5878,5878,0,36,0
4290,28,58,15069,11184,0,60,0
5395,34,51,14990,4490,1,24,0
970,23,40,13970,13970,0,96,0
6708,7,41,13900,12457,0,72,0
5219,3,37,10575,9434,0,60,0
1626,1,51,15305,15500,0,12,0
2815,30,55,15350,12350,0,84,0
3656,26,55,18402,3500,1,36,0
5552,4,42,29184,29561,0,72,0
4257,3,33,8866,8866,0,48,0
1313,2,38,7513,7513,0,48,0
1647,6,29,7078,6666,0,48,0
1578,1,40,17990,19571,0,60,0
354,1,27,3690,2009,0,24,0
544,0,41,8490,9371,0,60,0
1056,26,50,12850,9750,0,48,0
1444,23,45,8990,9936,0,36,0
5461,33,54,12430,14009,0,48,0
5189,28,47,9380,9380,0,60,0
1803,3,67,12705,12828,0,60,0
3289,1,60,5500,4500,0,36,0
4581,0,23,9650,9764,0,72,0
4004,36,58,17165,6855,1,24,0
4407,4,33,9890,8227,0,60,0
1078,35,52,19025,9806,1,60,0
6362,2,33,13220,9887,0,48,0
6612,10,41,13980,16044,0,60,0
25,4,67,2986,2986,0,12,0
5316,3,31,16900,16394,0,72,0
1201,18,39,14300,5800,1,24,0
1720,14,54,24136,23136,0,60,0
2594,0,24,14400,15382,0,36,0
978,7,67,12200,12200,0,60,0
2492,2,29,6350,6500,0,60,0
1361,0,27,22390,24720,0,84,0
5784,25,46,18650,14650,0,72,0
4113,4,57,5012,5282,0,48,0
348,24,52,5990,3490,0,36,0
1025,6,71,11990,9490,0,72,0
3955,3,24,8900,8922,0,60,0
2646,4,54,15180,14180,1,48,0
4570,0,36,18990,20268,0,48,0
211,24,43,23000,9000,1,12,0
2248,4,49,5300,4800,0,48,0
4803,7,56,9850,9767,0,96,0
2897,8,51,10480,9778,0,48,0
4103,9,50,4490,4490,0,48,0
4692,19,57,19990,15781,0,48,0
4506,14,73,9750,10114,0,48,0
185,0,37,10120,11306,0,96,0
1535,22,47,11318,11318,0,48,0
701,30,50,9990,4990,0,48,0
6648,1,37,16810,18488,0,72,0
298,24,47,15030,15158,0,48,0
3794,0,42,20719,23098,0,96,0
7271,13,60,8500,8500,0,60,0
1589,11,42,6390,6413,0,60,0
231,1,41,23860,20990,0,84,0
3666,6,28,8600,5370,0,36,0
5132,17,70,10500,10932,0,48,0
1873,1,23,4995,4995,0,36,0
3477,15,56,10650,8531,0,36,0
2166,9,52,20204,3285,1,12,0
736,5,67,14488,11627,0,48,0
276,15,53,7000,6471,0,48,0
2895,6,43,18567,18567,0,96,0
1322,1,32,4200,3759,0,36,0
4028,2,65,10895,11455,0,60,0
5349,17,76,8173,8173,0,48,0
6929,20,41,13990,16557,0,84,0
4367,15,42,4529,4864,0,36,0
1096,50,70,15990,12990,0,36,0
4273,0,21,4500,1894,1,12,0
4554,17,36,13849,10849,0,60,0
3544,22,42,14665,16068,0,72,0
2477,0,37,14700,11200,0,48,0
7077,4,40,8500,8500,0,60,0
2464,0,32,10900,10874,0,96,0
79,0,44,5839,6067,0,24,0
5459,2,24,14000,15189,0,60,0
6907,11,76,18200,14800,0,60,0
611,14,72,9540,7654,0,72,0
6904,9,28,5961,5961,0,36,0
658,6,45,8500,8191,0,72,0
1817,5,51,15040,10500,0,60,0
7018,1,41,22300,24302,0,72,0
1610,13,51,13990,4690,1,36,0
1192,16,43,10740,10740,0,72,0
803,30,56,10403,10889,0,36,0
6178,11,43,13990,13990,0,96,0
2805,6,26,9700,6700,0,36,0
3929,12,47,13500,9800,0,60,0
1533,12,51,21200,10722,0,36,0
2868,10,49,9950,9950,0,84,0
1488,2,50,14319,14319,0,72,0
3473,4,51,12480,10422,0,60,0
5653,3,27,20239,19638,0,72,0
4152,4,37,18900,15628,0,60,0
5957,29,61,12844,14020,0,60,0
5885,1,46,11250,13360,0,84,0
3545,3,27,4847,5227,0,48,0
5799,0,44,30850,20980,0,48,0
6200,0,38,19480,13619,0,72,0
5418,24,60,16500,13500,0,48,0
5673,3,31,18990,20897,0,72,0
640,5,37,5789,5968,0,36,0
1793,14,36,29493,25993,0,96,0
321,26,46,15300,17384,0,60,0
4404,2,55,15487,16361,0,72,0
6746,3,54,22000,22000,0,48,0
7070,12,39,23980,23980,0,60,0
4110,0,58,8100,8567,0,60,0
6594,1,22,13000,10881,0,60,0
2651,12,34,8500,9426,0,48,0
2789,7,70,19377,16377,0,96,0
1740,5,32,9830,6830,0,36,0
3933,0,32,15600,17283,0,84,0
5242,5,54,27377,27439,1,60,0
4080,35,55,23723,12548,1,48,0
5110,1,64,9500,8500,0,60,0
6589,30,53,9900,8400,0,36,0
5171,8,55,11395,8879,0,36,0
5455,6,49,16250,10380,0,96,0
2972,15,49,11790,12564,0,48,0
6592,3,65,9990,8490,0,36,0
3685,2,65,4625,5006,0,96,0
1519,15,46,15284,5404,0,24,0
6622,3,46,18459,17458,0,60,0
1482,2,30,10990,9490,0,48,0
7302,8,45,11090,9090,0,72,0
2881,1,27,15990,13490,0,60,0
6299,2,54,11532,11532,0,48,0
203,1,62,7980,6480,0,36,0
6277,0,47,11288,12647,0,48,0
415,17,48,8000,3273,0,60,0
6062,26,54,13300,14149,0,36,0
3667,17,67,18500,18500,0,72,0
397,16,52,17849,8446,0,48,0
4376,1,40,17490,19077,0,60,0
6247,1,28,8500,9313,0,72,0
5277,14,49,16500,14821,0,60,0
4251,9,31,10150,6168,0,36,0
6066,0,55,11299,8799,0,60,0
1436,4,42,14900,16190,0,60,0
4085,33,49,19630,13532,1,24,0
5804,16,77,5350,5350,0,36,0
599,14,52,14200,13945,0,36,0
1023,0,42,12290,8790,0,48,0
3592,10,68,9990,10482,0,72,0
4668,15,47,10800,9634,0,36,0
4217,6,28,22368,19483,0,60,0
4303,9,55,4775,2575,0,12,0
1108,1,45,11233,8866,0,48,0
355,24,60,13040,16481,0,96,0
315,2,47,11490,10941,0,60,0
3210,1,47,10490,6490,0,24,0
2765,20,43,10990,5990,1,36,0
2609,8,51,24740,16740,0,48,0
6658,15,49,4490,4879,0,60,0
6058,10,44,15990,15990,0,60,0
1468,0,48,10800,12082,0,48,0
4302,5,55,5570,6350,0,48,0
621,19,46,10450,10237,0,60,0
5282,20,39,8395,5818,0,48,0
5967,13,68,6170,3859,0,24,0
59,28,48,29139,9139,1,36,0
3994,4,59,16950,15816,0,60,0
6595,4,49,8990,9829,0,60,0
4092,1,25,13210,11900,0,60,0
4502,1,26,17950,16950,0,60,0
2323,16,44,10580,9580,0,60,0
3425,22,61,5500,2791,1,36,0
7391,1,25,7738,6803,0,48,0
3450,2,30,24500,14500,0,60,0
4870,3,23,16109,16109,0,60,0
2700,2,57,27280,18900,0,48,0
7201,4,33,18390,11146,0,48,0
3043,19,58,6437,6635,0,36,0
6140,5,57,15990,15318,0,72,0
3905,2,65,16900,16847,0,72,0
3434,1,53,7748,1544,1,12,0
1340,21,38,23580,13580,0,48,0
3680,20,46,4810,2391,1,48,0
1569,1,21,25490,27214,0,48,0
4625,7,45,8995,6995,0,48,0
2787,13,47,6715,6991,0,48,0
937,4,50,15800,12000,0,60,0
1113,1,48,11835,11501,0,60,0
3001,8,50,11390,9390,0,60,0
4995,0,39,9579,12756,0,96,0
1051,2,49,8651,10211,0,84,0
2767,3,21,6300,4800,0,36,0
3297,6,45,4490,4842,0,48,0
5564,0,49,12190,12190,0,72,0
5230,7,26,14240,14240,0,84,0
2517,1,39,11950,12100,0,84,0
2354,6,31,10500,10500,0,60,0
7221,0,44,22000,23603,0,48,0
1767,26,48,8470,2470,1,12,0
3878,2,24,6300,4300,0,48,0
5440,0,26,9600,8400,0,96,0
5243,42,60,9990,11641,0,84,0
7067,5,41,9100,4415,0,48,0
4861,16,56,10418,10418,0,60,0
3218,5,65,8490,8521,0,60,0
5623,19,39,22930,22930,0,60,0
2378,1,21,5595,5924,0,84,0
6026,14,75,8300,5300,0,96,0
5281,37,57,13490,11990,0,60,0
2685,1,30,15900,15230,0,84,0
3366,2,37,13402,11146,1,48,0
192,36,56,21400,15925,0,60,0
4053,0,34,4100,4100,0,36,0
62,4,23,19890,16747,0,48,0
1426,4,59,28180,19458,0,60,0
2641,5,31,8700,4995,0,24,0
3306,23,50,21260,21900,0,72,0
4917,10,70,11985,2134,1,12,0
4017,38,63,6200,5565,0,48,0
4525,20,80,6862,6862,0,48,0
589,0,59,20500,21582,0,84,0
4450,11,50,6500,6128,0,48,0
2303,1,21,13890,16162,0,96,0
5780,0,32,4500,4500,0,24,0
5629,6,50,5100,5100,0,72,0
3107,45,65,7186,7769,0,36,0
7200,14,38,14950,16950,0,60,0
2373,26,43,7200,6208,0,60,0
7092,3,48,9841,10901,0,72,0
2781,1,44,10840,5719,0,36,0
3431,21,47,10500,3200,1,36,0
5356,13,42,20289,20289,0,60,0
6638,3,31,10990,9490,0,84,0
678,3,54,4790,2240,0,24,0
5798,1,44,16990,16990,0,48,0
4774,0,49,12990,10076,0,96,0
5746,23,46,6968,7503,0,48,0
2288,2,35,14420,13247,0,48,0
32,4,53,14900,13500,0,72,0
4726,23,49,21989,21989,0,60,0
1111,6,47,17300,13300,0,48,0
5054,3,25,14990,12510,0,60,0
1538,17,48,22300,21300,0,72,0
1575,5,70,20830,14184,0,60,0
96,5,41,12968,12968,0,48,0
4552,2,28,7529,8164,0,60,0
1129,2,66,18198,10798,0,60,0
6952,25,59,13700,11461,0,60,0
3484,10,74,7990,4990,0,24,0
1671,3,35,11940,5435,1,48,0
972,8,57,11800,5800,1,60,0
7290,8,39,12510,13200,0,60,0
1163,38,55,18939,17066,0,72,0
6321,0,39,21490,19290,0,60,0
4500,25,58,15617,17055,0,48,0
1116,2,28,7990,5490,0,36,0
5151,0,56,9190,4834,1,36,0
6473,7,51,3981,3981,0,36,0
4329,37,54,11485,13358,0,72,0
5964,4,51,8750,10469,0,84,0
3153,3,52,16400,12911,0,72,0
1777,12,72,7450,5603,0,24,0
4357,9,58,13990,14950,0,60,0
7428,6,32,12300,11300,0,72,0
4985,1,56,7900,8540,0,60,0
2726,0,50,14985,16559,0,72,0
5380,18,51,13049,13853,0,72,0
743,6,40,6999,7989,0,60,0
626,5,21,18800,20539,0,72,0
2997,5,57,13309,5294,1,12,0
58,15,56,11801,12500,1,60,0
5995,2,45,4500,4500,0,24,0
3313,7,43,7380,6677,0,48,0
2398,17,82,13995,10695,0,60,0
2094,6,44,12300,6984,0,84,0
2916,7,58,10550,11158,0,96,0
1429,18,49,20990,19757,0,48,0
7378,8,56,3490,3490,0,36,0
2687,0,24,26490,29023,0,72,1
6912,4,27,17590,15719,0,60,0
4165,7,43,8950,7604,0,72,0
0,34,55,4875,3087,0,36,0
2957,8,53,7250,5750,0,60,0
676,5,39,19300,8500,1,36,0
3649,29,58,6680,6992,0,36,0
1337,11,48,19479,18979,0,96,0
194,2,29,15000,14724,0,24,0
6922,2,67,14400,13400,0,48,0
3245,10,42,14525,14536,0,60,0
6001,12,78,11155,11284,0,60,0
1669,23,54,17990,10990,0,60,0
3168,29,56,20000,19712,0,60,0
2670,3,66,10990,3990,1,24,0
841,1,26,13064,14525,0,84,0
3089,2,35,11200,12433,0,96,0
2572,0,27,16140,12940,0,72,0
3260,2,61,9950,10100,0,60,0
3932,16,48,10800,10800,0,60,0
4209,0,26,6700,3433,0,36,0
418,0,60,6415,2000,0,12,0
6274,22,62,9790,5480,1,36,0
4240,5,34,20980,15780,0,36,0
1391,35,69,7838,7838,0,36,0
2103,6,47,15900,13300,0,48,0
3181,1,56,8190,6040,0,60,0
6216,15,48,6850,4684,0,48,0
7180,3,27,6490,1539,1,12,0
4122,1,48,11440,10181,0,72,0
6984,5,34,8250,8635,0,60,0
3570,13,37,9950,10872,0,72,0
4951,19,49,13730,12494,0,60,0
6652,4,47,7990,6105,0,60,0
3770,5,22,8234,8383,0,96,0
3693,13,38,10990,6057,0,48,0
3296,2,52,11990,11990,0,72,0
6189,10,66,30970,19970,0,48,0
318,17,56,8390,8926,0,60,0
5454,37,56,27500,27500,0,60,0
5538,3,30,9790,9790,0,72,0
2576,34,51,9500,9325,0,48,0
3021,3,29,13830,10866,0,60,0
2126,33,51,19990,22863,0,60,0
4899,3,33,9018,9018,0,24,0
3475,0,29,13116,10175,0,48,0
6048,1,22,10900,11934,0,36,0
6003,25,50,14990,3710,1,24,0
965,26,42,15250,7625,0,24,0
6942,1,36,15990,18850,0,72,0
4002,0,66,15078,9548,1,60,0
4291,2,26,20100,16100,0,48,0
4731,2,31,14115,13275,0,60,0
4087,1,26,15300,17038,0,48,0
4698,2,28,15890,15890,0,48,0
6587,12,53,9850,6000,0,60,0
1215,34,57,6700,3825,0,24,0
2510,11,75,12020,1510,1,12,0
7310,1,55,2681,2748,0,12,0
6134,2,25,8990,9748,0,60,0
6751,1,40,14500,16131,0,96,0
2377,2,25,5660,4090,0,36,0
4180,7,30,9070,9638,0,96,0
4101,9,48,9130,3990,1,36,0
3805,11,44,17980,4180,1,24,0
5598,1,28,7500,6193,0,60,0
6651,12,44,31000,25000,0,96,0
1287,14,79,4932,4932,0,36,0
6789,0,33,4500,4731,0,60,0
5636,1,31,12950,11435,0,72,0
1430,28,46,17100,14300,0,48,0
2705,22,57,15151,10000,0,36,0
7222,2,39,12990,12499,0,60,0
4730,14,44,24390,7690,1,36,0
6159,2,68,5990,4490,0,24,0
5928,6,68,2948,3088,0,24,0
5196,9,30,15990,14143,0,60,0
2498,22,48,6825,7370,0,72,0
4105,5,30,16900,12148,0,36,0
7252,5,43,9990,9990,0,60,0
6631,17,49,6150,6150,0,48,0
4771,17,40,16140,7886,1,48,0
2619,1,35,12849,12165,0,60,0
4427,16,54,6502,6502,0,48,0
3196,5,29,10220,7905,0,48,0
1094,0,27,12200,12200,0,60,0
2412,19,43,3990,4287,0,36,0
3000,4,30,16900,20346,0,96,0
93,9,34,19990,14190,0,60,0
3455,29,46,11240,8335,0,96,0
3534,33,63,5600,5600,0,36,0
752,7,40,10990,13288,0,96,0
4541,9,70,17750,10000,0,60,0
4629,5,29,12490,13871,0,48,0
5185,12,32,7500,6565,0,72,0
2036,7,47,14800,13649,0,60,0
1320,20,58,7641,7903,0,24,0
