,Job tenure,Age,Car price,Funding amount,Down payment,Default (y)
4362,24,82,6680,6300,0,0
3464,0,22,24421,26794,0,1
4727,23,77,13960,12981,0,0
2644,24,61,9243,10285,0,1
1614,5,49,4450,5061,0,1
3554,1,21,11987,11987,0,1
5048,2,21,12790,13948,0,1
421,2,42,9800,9800,0,1
538,5,27,17877,19822,0,1
6409,0,22,16000,18241,0,1
443,17,83,12490,12490,0,1
4655,3,19,14560,16350,0,1
5064,2,26,10000,10832,0,1
2652,3,32,13100,13100,0,1
4608,0,24,6950,7080,0,1
7384,4,46,9000,8200,0,1
5288,3,68,21377,19541,0,1
336,3,76,12990,14471,0,1
4834,1,49,4550,4390,0,1
741,0,22,4600,4764,0,1
5231,1,23,14269,15704,0,1
5244,1,43,19900,18895,0,1
1580,3,41,5600,1501,1,0
584,10,31,23367,25497,0,1
2509,0,27,14110,16433,0,1
1168,1,27,17069,20660,0,1
5019,3,22,23700,25917,0,0
3704,2,32,10490,11629,0,1
6560,1,22,25040,25154,0,1
751,22,60,10490,12019,0,1
118,3,20,22586,22682,0,1
5698,3,32,6550,7318,0,1
3892,29,49,21900,3833,1,1
7207,13,67,7900,9847,0,1
2177,7,32,19968,19968,0,1
1181,3,23,15317,11437,0,1
2526,1,38,12950,12950,0,1
3593,1,31,24990,27800,0,1
325,7,49,7980,6480,0,1
5170,4,53,12138,13274,0,1
5351,0,20,8500,8000,0,0
5992,29,51,5300,5215,0,1
218,0,22,17890,19438,0,1
2799,2,22,12500,13603,0,1
625,2,22,8900,8900,0,1
2697,1,35,17490,20034,0,1
5702,16,62,9950,11553,0,1
3411,5,54,18880,20844,0,1
2915,6,26,5670,6212,0,1
6563,1,39,9790,11705,0,1
1370,1,61,24135,22871,0,1
5325,5,54,10630,12232,0,1
5782,4,20,21990,24948,0,1
648,0,20,10990,12461,0,1
3995,1,55,6990,6990,0,1
1268,1,25,18500,20016,0,0
1598,0,19,27250,27390,0,1
2550,16,58,6000,6854,0,1
748,0,57,12990,14674,0,1
1157,4,59,12909,12011,0,1
1127,2,39,21970,21970,0,1
1073,3,41,12078,12217,0,1
1723,12,55,3696,3865,0,1
2825,6,36,29000,29000,0,1
4011,2,34,8115,8115,0,1
4213,2,64,10250,9109,1,0
7265,7,32,4634,4998,0,1
6044,5,49,17500,17500,0,1
196,3,19,7990,4255,1,0
7183,2,45,12978,10963,0,1
6923,2,41,7990,7081,0,1
500,1,56,7950,6950,0,1
2299,10,72,8990,7490,0,1
2404,0,19,10669,12311,0,1
2955,5,28,10500,11280,0,1
2841,0,64,20990,22486,0,1
6116,2,29,22850,22850,0,1
2892,4,31,12790,14220,0,1
862,0,18,19898,20037,0,1
4630,3,45,11290,2290,1,0
5624,5,69,9500,9500,0,1
5013,28,82,6780,5280,0,1
3274,1,49,2718,2890,0,1
3032,18,45,9276,9276,0,1
1700,0,31,9119,9119,0,1
283,10,71,2775,2804,0,1
5844,7,41,12010,13401,0,1
1551,7,36,22739,20339,0,1
3362,2,18,7770,8644,0,1
706,11,76,6900,7407,0,1
4567,19,43,12282,14016,0,1
1334,1,26,7400,2157,1,1
6203,1,36,9690,8936,0,1
3094,7,55,7990,7990,0,1
227,1,52,19350,22561,0,1
5998,8,33,25858,25972,0,1
5602,3,55,16490,16490,0,1
3454,2,54,16390,17914,0,1
6098,1,43,15890,15890,0,1
6690,5,47,8456,10114,0,1
3809,5,78,11940,12676,0,1
1918,0,24,8800,1800,1,1
2410,0,19,6290,5790,0,1
7141,7,71,7950,7000,0,1
511,12,76,6711,7149,0,1
4498,0,37,12490,14046,0,1
1965,6,36,19400,22603,0,1
2445,12,54,9990,11686,0,1
4273,0,21,4500,1894,1,0
6370,0,33,29990,29990,0,1
4704,0,46,11490,11490,0,1
2676,4,66,10940,5158,1,1
6907,11,76,18200,14800,0,0
2842,0,21,18970,19417,0,1
6317,6,39,16990,20762,0,1
3290,0,49,26926,29294,0,1
1661,1,44,12000,12941,0,1
6567,5,57,10850,7537,0,1
6462,1,66,5287,5287,0,1
5242,5,54,27377,27439,1,0
1921,3,42,8140,8854,0,1
2250,4,35,13000,10220,0,1
4184,1,28,24790,23504,0,1
4326,2,40,23780,26125,0,1
869,2,49,20950,20827,0,1
1105,4,60,5300,5806,0,1
4753,4,44,20600,23116,0,1
4127,9,77,19990,19990,0,1
4722,12,40,8990,9828,0,1
5628,9,70,21300,18300,1,1
5643,1,19,21950,21950,0,1
4284,8,52,24711,28946,0,1
5921,11,74,18740,18838,0,1
2271,0,41,13425,13425,0,1
4264,16,55,3032,3032,0,1
996,37,57,15790,14590,0,1
6365,1,38,14980,17142,0,1
3434,1,53,7748,1544,1,0
498,1,35,11850,11850,0,1
4306,1,18,6200,6845,0,1
1569,1,21,25490,27214,0,0
7425,9,38,4502,4856,0,1
2656,0,31,14290,17753,0,1
3749,4,30,9970,11025,0,1
4434,8,24,13990,15958,0,1
4525,20,80,6862,6862,0,0
469,18,77,7299,7299,0,1
5522,16,58,6000,6722,0,1
2633,2,25,34500,29207,0,1
6244,2,45,5900,4296,0,1
1979,0,20,11365,12225,0,1
1671,3,35,11940,5435,1,0
339,0,21,8684,9259,0,1
3395,19,44,8490,5912,0,1
5970,0,32,13600,15329,0,1
626,5,21,18800,20539,0,0
2398,17,82,13995,10695,0,0
1234,1,39,17990,20426,0,1
2687,0,24,26490,29023,0,1
5121,4,39,10400,11432,0,1
3655,17,54,18889,18889,0,1
387,5,54,5900,6329,0,1
6870,2,34,25877,25877,0,1
6479,10,32,8415,9429,0,1
142,0,38,24880,27364,0,1
4545,0,40,3990,2213,0,1
5168,7,55,13750,14551,0,1
2575,0,64,23175,20865,0,1
6048,1,22,10900,11934,0,0
4002,0,66,15078,9548,1,0
5007,20,48,7990,9100,0,1
747,1,22,25658,25772,0,1
1261,2,35,30070,27441,0,1
6995,3,35,11990,13005,0,1
5184,4,36,9335,2394,1,1
4229,24,45,6790,4950,0,1
2559,1,25,20990,23877,0,1
7258,2,25,27750,26449,0,1
1703,3,51,8400,9127,0,1
303,0,23,25280,20280,0,1
543,2,20,5990,5990,0,1
1554,3,54,18930,18930,0,1
3651,0,26,14790,9437,0,1
2476,10,34,16900,16990,0,1
585,1,23,12990,12623,0,1
3298,0,35,15000,15000,0,1
2906,0,18,12800,13908,0,1
3862,0,28,9950,9550,0,1
847,0,25,26000,29175,0,1
5495,3,26,7000,7573,0,1
2450,1,51,7480,8127,0,1
2683,2,21,22040,25333,0,1
103,0,41,16379,15374,0,1
2963,4,47,5250,6161,0,1
861,2,24,15340,16688,0,1
3559,2,20,13990,15289,0,1
2020,7,81,7590,7590,0,1
3621,2,55,9630,11643,0,1
5112,2,18,7600,7600,0,0
5389,12,55,15495,11495,0,1
641,15,58,6500,5500,0,1
3011,1,53,23005,23122,0,1
2318,3,20,8450,8874,0,1
5973,17,77,6990,6990,0,0
3616,0,35,7980,8593,0,1
3856,10,39,4200,3330,0,1
2862,1,47,10795,3167,1,0
6398,8,73,22990,22990,0,1
7006,0,19,19900,21650,0,1
5786,1,24,28990,29777,0,1
401,1,29,30968,29107,0,1
810,23,52,23450,23450,0,1
4462,6,77,17600,17600,0,0
4905,2,33,19625,16125,1,1
1018,1,22,15885,17642,0,1
6143,19,55,20590,16071,0,1
2275,2,42,24500,26201,0,1
5568,8,72,5880,6302,0,1
2654,4,31,15995,17214,0,1
6366,14,77,13990,8990,0,1
6182,25,61,17525,19012,0,1
3948,0,57,7300,7572,0,1
2519,0,25,8000,8938,0,1
4108,24,79,4500,2500,0,1
7305,5,41,6985,6736,0,1
4975,4,52,12500,13394,0,1
4395,5,59,9500,9937,0,1
6645,0,33,9500,9500,0,1
4074,21,56,6500,5869,0,1
3785,2,25,17410,13400,0,1
5041,0,18,11680,12557,0,1
6966,6,25,7579,8541,0,1
2727,1,44,11700,12721,0,1
3172,1,56,27000,27000,0,1
3388,0,21,8990,10224,0,1
2880,2,18,14010,16122,0,1
6264,0,19,6450,7171,0,1
6000,5,31,21895,24053,0,1
1373,8,68,8990,8990,0,1
411,41,70,6200,6200,0,1
3535,0,22,14150,11038,0,0
5850,1,30,15985,18442,0,1
3939,7,37,6237,6999,0,1
6726,1,21,25990,25990,0,0
3442,0,24,12500,10500,0,1
5639,20,54,8000,9175,0,1
4458,7,63,14295,15583,0,1
5903,5,59,14023,14023,0,1
5666,1,30,9200,2200,1,0
4712,4,68,15590,18706,0,1
6392,1,48,11990,3990,1,1
2846,4,62,24980,26146,0,1
102,3,22,6600,2764,1,0
2754,3,29,10984,6426,1,0
7169,2,37,12490,14129,0,1
2792,18,44,10990,12179,0,1
4456,0,21,18300,19359,0,0
7053,0,23,11890,12948,0,1
5447,1,32,11300,10551,0,1
6097,0,21,17990,19725,0,1
5509,0,57,10300,9710,0,1
4325,2,33,15990,17661,0,1
3575,9,57,9519,10845,0,1
4301,0,45,22390,22390,0,1
6150,1,55,6340,7455,0,1
3381,1,23,19990,19990,0,1
6470,0,52,10980,10980,0,1
2716,8,73,26839,16839,0,1
210,12,32,20016,23250,0,1
3857,0,29,22000,24031,0,1
4782,27,70,6850,6621,0,1
122,5,31,16110,15870,1,0
5570,0,19,11900,11900,0,1
3429,5,22,10500,8149,0,1
5711,4,22,8000,8130,0,1
4176,18,46,12500,9653,0,1
981,4,37,1643,1643,0,1
450,13,57,6077,6077,0,1
4322,0,22,9990,11385,0,1
1860,2,19,13990,14237,0,1
183,0,34,28650,26973,0,1
6621,0,37,6890,2890,1,0
4742,0,18,6000,2000,1,0
802,2,40,26490,29146,0,1
6805,2,21,24800,26756,0,1
4561,0,33,9500,10562,0,1
101,1,40,15990,14990,0,1
3527,16,45,7179,6438,0,1
380,0,19,9999,10882,0,1
5994,0,42,7200,8025,0,1
4907,1,45,22145,22145,0,1
5936,2,37,17890,16790,0,1
5202,3,35,6710,8228,1,0
4993,24,58,13130,14019,0,1
705,1,19,23990,24105,0,1
4553,2,29,12800,14209,0,1
4098,1,41,12500,13965,0,1
212,3,22,3990,4290,0,1
1892,0,22,7600,2600,1,0
432,3,68,7990,2190,1,0
7029,1,29,3798,1911,1,0
381,2,62,28930,26930,0,1
1238,2,24,7990,9220,0,1
3459,1,23,9900,9900,0,1
4424,2,33,22500,22500,0,1
3323,4,26,20770,20658,0,1
2438,2,19,26980,29191,0,1
6854,4,41,8990,4115,1,0
1448,18,85,18089,15589,0,0
604,28,59,6475,6475,0,1
765,12,30,9999,7999,0,1
3879,0,64,4240,4832,0,1
7045,15,46,16700,11828,0,1
6932,1,25,7825,8562,0,1
4714,2,46,14080,15272,0,1
2415,5,30,12750,7005,1,0
1862,3,26,24962,24962,0,1
4235,4,45,8480,3795,1,0
7359,1,35,10522,11363,0,1
4559,1,44,13000,11952,0,1
4913,0,21,10985,11487,0,1
383,2,40,4700,5350,0,1
3951,4,51,10950,9450,0,1
3571,1,39,14600,14600,0,1
3558,4,60,25900,21854,0,1
1010,12,57,8490,7721,0,1
50,1,19,18990,20450,0,1
643,0,59,16125,17111,0,1
447,4,47,6268,7037,0,1
592,6,25,8500,8500,0,1
4119,0,37,25400,28502,0,1
5018,23,51,24900,26983,0,1
2187,0,42,6690,7507,0,1
4397,4,47,6717,7504,0,1
5687,7,51,14490,14919,0,1
6889,2,34,16480,15480,0,1
4194,20,53,5990,6949,0,1
5120,0,34,15714,15003,0,1
3692,3,36,15890,17035,0,1
1339,15,74,14090,15056,0,1
636,0,19,19248,19248,0,0
3881,3,23,6750,7073,0,1
1732,4,40,18087,18087,0,1
6553,1,36,13490,14983,0,1
4172,2,20,13195,16129,0,1
6364,3,20,10490,9076,0,0
3717,5,46,9990,9990,0,1
2110,0,53,12480,12480,0,1
1684,17,44,30809,24499,0,1
6924,1,49,28365,27800,0,0
1006,0,47,8564,9626,0,1
3487,4,40,20990,20990,0,1
817,0,21,20500,20500,0,1
494,0,56,14990,14990,0,1
5819,4,43,6900,7525,0,1
3639,2,57,10690,10690,0,1
6258,3,26,14030,14598,0,1
6866,3,19,7990,5000,0,1
2784,5,46,7990,9281,0,1
1805,1,19,9900,9490,0,1
4587,2,39,7190,5190,0,1
710,7,40,6490,7315,0,1
1086,8,30,10990,6441,0,1
5381,5,41,5990,6635,0,1
7147,1,25,3300,3544,0,1
3142,2,68,6590,2722,1,0
2803,35,55,23596,5885,1,1
1595,1,64,13950,7309,1,0
582,2,42,7900,8584,0,1
696,13,53,16760,17924,0,1
5477,3,19,18990,20281,0,1
4332,2,54,6500,2400,1,0
179,1,20,16790,18821,0,1
3047,1,30,7990,7324,0,1
3903,3,27,9500,2695,1,1
6341,3,67,7233,7233,0,1
911,19,81,6995,6995,0,0
4603,0,56,11895,13296,1,0
7262,4,68,4720,4366,0,1
47,3,49,6166,6841,0,1
4071,1,24,25500,25810,0,1
6536,27,61,14060,15873,0,1
4035,15,50,14950,14950,0,1
5469,12,77,17100,14200,0,0
5857,18,36,14550,15828,0,1
6675,5,54,7590,4620,1,0
1832,2,30,14700,17351,0,1
6454,0,23,15990,15579,0,1
5766,21,41,17305,20789,0,1
2348,1,18,17964,17797,0,1
6987,0,19,9000,10155,0,0
857,0,22,13950,15914,0,1
531,2,19,5000,5455,0,1
6772,23,49,6990,8415,0,1
3333,1,43,6000,2693,0,1
4764,10,50,10590,9417,0,1
5344,7,52,14200,15727,0,1
5905,1,35,13730,15520,0,1
1046,10,70,7190,8393,0,1
6767,15,58,5037,5618,0,1
4294,16,76,6885,6949,0,0
6576,15,36,15040,18176,1,1
7324,10,58,14980,14980,0,1
3520,25,45,4300,4564,0,1
1702,1,28,7656,8354,0,1
2877,1,20,6400,6940,0,1
3761,0,33,18990,18990,0,1
1851,1,21,18500,19363,0,1
6144,7,72,6900,6900,0,1
2251,5,27,23999,23999,0,1
2178,10,63,19890,21137,0,1
4988,1,38,31000,22000,0,1
945,7,59,32875,21252,1,1
322,7,57,15990,17518,0,1
6152,3,26,14990,16431,0,1
3422,5,29,19293,23164,0,1
4706,2,39,13701,14958,0,1
4556,9,29,7990,8183,0,1
6943,1,41,6350,1912,1,0
2087,21,77,7600,8026,0,1
779,11,74,10496,10993,0,1
2628,9,39,10450,11636,0,1
6429,21,57,3486,3682,0,1
1850,0,19,8700,8200,0,0
4829,19,59,13990,9990,0,1
3513,3,27,11200,11200,0,1
2876,0,38,19990,22738,0,1
2239,3,47,6500,2500,1,0
7264,23,83,6420,6420,0,1
4942,3,27,19015,21407,1,0
4250,1,20,13000,13533,0,0
7002,5,35,5500,6175,0,1
3433,4,48,13680,13691,0,1
4222,1,24,17970,21228,0,1
3686,2,20,27500,27000,0,1
5676,1,58,9900,10619,0,1
2016,3,31,14041,7137,1,0
5100,6,35,17350,17500,0,1
2973,28,50,16490,19178,0,1
3045,15,55,7890,8804,0,1
7185,0,18,5690,3090,0,0
6549,5,31,7790,9061,0,1
746,1,23,24890,23890,0,1
4166,4,47,10400,5000,1,0
5058,45,62,7500,7500,0,1
1233,1,42,4990,4990,0,1
4102,14,78,12100,12100,0,1
6404,0,24,7800,7800,0,1
5831,3,38,11480,11480,0,1
6815,2,51,6500,2500,1,0
3026,3,19,18900,19677,0,1
5680,0,20,20000,22677,0,1
5407,15,55,14890,12769,0,1
5340,10,27,25858,25972,0,1
3859,0,23,3200,3200,0,1
4663,2,21,24000,24000,0,1
4606,1,21,10800,11639,0,1
5251,7,29,4300,4750,0,1
7313,4,52,17490,18741,0,1
7246,1,22,5823,6279,0,1
3240,10,48,18990,20262,0,1
1397,21,45,15490,17575,0,1
451,1,27,11984,8164,1,1
893,0,35,10470,11612,0,1
3409,1,32,13495,15696,0,1
3611,1,49,32000,30000,0,1
2229,1,60,8990,9650,0,1
5039,1,18,21990,23346,0,1
4669,3,53,12599,14498,0,1
6983,1,27,9980,9730,0,1
6961,3,38,15190,15732,0,1
1839,1,21,21690,25931,0,1
5862,8,71,15980,18274,0,1
5662,1,38,7990,8816,0,1
3235,18,50,22680,20180,0,1
5810,9,45,8350,9551,0,1
3258,1,37,13890,15313,0,1
842,0,28,9500,10453,0,1
2101,5,43,26990,26990,0,1
3822,21,80,10500,12835,0,1
1328,0,18,10990,11955,0,1
6060,1,25,10900,12291,0,1
5840,4,37,17000,17000,0,1
6945,1,19,4400,4802,0,0
3882,3,31,11370,12402,0,1
3731,18,56,6990,7509,0,1
7013,3,68,17950,13190,0,1
2215,3,20,24377,24016,0,1
2579,4,20,8566,8675,0,0
503,14,77,10046,10046,0,1
6687,1,29,8626,8626,0,1
7107,1,46,16410,17678,0,1
5452,5,65,3990,4710,0,1
3689,11,75,18300,18300,0,1
3715,6,33,13659,14449,1,1
527,0,46,8990,8938,0,1
4051,6,33,15079,15769,1,1
1945,2,20,7990,7955,0,0
5812,1,21,21990,21990,0,0
3997,9,51,4990,4990,0,1
1461,31,51,7950,8638,0,1
5165,1,20,8700,9319,0,0
4025,3,52,13490,14424,0,1
6282,18,43,19990,21815,0,1
3055,0,18,6690,7605,0,1
3025,22,43,26014,26014,0,1
2350,0,34,5900,4206,0,1
219,0,19,13000,11615,0,0
6451,4,23,12035,13167,0,1
1870,15,75,6660,6660,0,1
7106,0,27,11990,12088,0,1
4236,0,21,8900,8965,0,1
859,3,50,13450,15228,0,1
1379,2,19,16500,15000,0,1
5635,1,23,5666,5666,0,1
6371,2,24,23900,23900,0,0
5303,2,60,18000,19422,0,1
6476,0,49,14900,16223,0,1
3742,2,38,8500,9217,0,1
233,0,27,3546,3809,0,1
4038,2,63,13990,13990,0,1
7364,9,46,5712,5712,0,1
5841,2,19,11853,11853,0,0
1088,0,42,22000,24804,0,1
4154,0,31,17303,17303,0,1
6162,1,24,7900,8969,0,1
2380,0,49,8905,9488,1,0
92,23,85,10000,7500,0,0
4335,0,23,12950,13781,0,1
1115,3,31,17205,18000,1,0
1419,1,34,12890,14338,0,1
1030,0,18,9900,9900,0,1
4370,1,24,7990,8556,0,1
5400,13,82,13480,13858,0,1
4838,2,20,21990,24215,0,1
1897,8,73,12650,12650,0,1
6666,1,21,11750,12767,0,1
4672,0,22,3895,4312,0,1
4758,21,57,5490,5607,0,1
4830,5,29,16990,23509,0,1
1406,1,18,10990,11822,0,1
5584,0,20,11313,8490,0,0
6091,0,29,11800,13266,0,1
5114,0,32,7165,6685,0,1
5939,0,20,10120,11001,0,0
3418,4,22,7995,8505,0,1
3119,0,32,29990,29990,0,1
2715,1,24,13490,15007,0,1
2598,1,18,11690,11690,0,1
2843,6,40,11900,5300,1,1
3985,2,22,10900,11061,0,0
259,0,26,5019,5548,0,1
7058,8,39,12990,14585,0,1
1620,4,21,8890,9714,0,1
3121,17,45,13794,14925,0,1
3721,0,56,13300,14970,0,1
5974,4,29,10585,11878,0,1
1891,3,19,27290,26911,0,1
86,2,66,9500,11524,0,1
3620,6,34,6190,6720,0,1
2107,0,23,10990,11941,0,1
3165,36,61,13000,7235,0,1
5889,1,38,2500,2132,0,1
2728,0,29,10980,13133,0,1
6680,1,21,22995,22995,0,1
1961,0,22,5990,7196,0,1
3980,1,32,6598,1598,1,0
3589,6,34,13659,17476,1,1
5646,17,81,6589,6427,0,0
4836,11,47,26797,26797,0,1
1039,28,49,4800,5470,0,1
1263,3,20,6960,7729,0,1
1464,0,43,10990,12154,0,1
4970,1,28,14351,14351,1,1
1055,3,58,5628,4243,0,1
3908,0,22,10333,11181,0,1
437,4,27,8990,9621,0,1
1309,1,26,18980,22948,0,1
228,4,50,17460,18490,1,0
6980,7,44,19400,21018,0,1
7074,0,32,7390,7390,0,1
1005,5,32,8450,8184,0,1
6230,1,27,11984,10318,0,1
509,0,21,13590,14830,0,1
1544,1,26,5675,5675,0,1
2804,0,20,12300,11944,0,0
3909,0,39,20900,19697,0,1
175,4,26,11650,12917,0,1
757,1,26,16790,18823,0,1
324,2,38,11480,12522,0,1
1210,0,18,10078,11118,0,1
2321,0,54,6985,1985,1,0
4385,4,21,10900,10081,0,1
205,1,37,18490,20058,0,1
7284,2,20,16877,17016,0,1
1962,0,19,6780,5479,0,0
2131,1,27,3700,1600,1,0
2209,1,29,14400,11216,0,1
5824,1,18,24990,24990,0,1
4705,0,22,8900,9826,0,1
7338,2,26,13990,11990,0,1
7303,3,34,8900,3085,1,0
745,4,31,13990,12990,0,1
5385,0,22,10900,11843,0,1
5668,1,20,15334,15334,0,0
1272,8,25,7652,8252,0,1
7145,1,25,12900,12400,0,1
551,0,19,8999,9323,0,1
1057,5,64,5199,5875,0,1
3169,26,56,13050,14249,0,1
6250,2,22,19085,19674,0,0
4928,2,34,8700,10362,0,1
6660,4,35,8900,2900,1,0
2077,2,33,16139,18458,0,1
1565,25,52,8590,9031,0,1
371,2,22,26480,29039,0,1
1879,0,21,20600,19609,0,0
3722,14,67,12030,9930,1,1
6480,25,50,13600,15435,0,1
883,2,19,12700,10700,0,0
3979,1,24,14050,15462,0,1
5655,8,67,18800,16800,0,1
2580,1,27,9900,10779,0,1
1552,1,33,8450,7595,0,1
2864,0,20,22990,25703,0,1
1752,35,52,14990,17051,0,1
5285,0,22,14000,9000,0,0
1142,5,35,10105,11339,0,1
6768,1,33,5490,5530,0,1
4423,1,33,4990,5427,0,1
1769,0,30,29790,29790,0,1
1872,4,55,11343,10343,0,1
4738,0,64,4500,4816,0,1
3934,0,32,12490,12490,0,1
4685,2,20,27490,26490,0,0
6055,0,58,5990,2059,1,0
3671,0,32,24600,18300,0,1
2486,0,20,10890,10890,0,1
1244,0,36,15990,18984,0,1
6836,0,27,18400,20469,0,1
5876,23,41,6490,6490,0,1
1354,48,64,7955,7955,0,1
3607,0,22,25500,25500,0,1
1351,2,38,6500,2000,1,0
1657,4,22,9490,10270,0,1
4952,7,47,18490,21146,0,1
1978,3,21,23000,21250,0,1
6973,3,23,17950,17950,0,1
4174,3,66,9873,2873,1,0
6618,10,26,4554,5101,0,1
1618,0,43,12600,14708,0,1
680,1,46,13500,14957,0,1
3383,2,26,14950,14950,0,1
2742,24,61,7795,7795,0,1
5464,8,30,16990,13204,0,1
2929,2,21,27000,29425,0,1
217,1,64,22610,18874,0,1
289,3,27,13590,13700,0,1
1385,3,25,11290,12337,0,1
6411,1,25,6190,5757,0,1
2949,1,54,8800,10414,0,1
4275,24,54,18789,18490,0,1
940,12,54,5480,5826,0,1
5458,4,53,11000,12033,0,1
3821,2,63,13510,16775,0,1
5137,5,30,15800,15822,0,1
880,28,72,14105,14829,0,0
2366,1,31,22950,25108,0,1
5106,1,19,15950,16449,0,1
5491,11,39,15958,15958,0,1
4024,0,36,18900,18900,0,1
6539,1,38,8000,8710,0,1
2488,2,45,11990,13101,0,1
5404,3,25,18000,19599,0,1
2083,14,46,27950,26750,0,1
5270,2,52,17800,18934,0,1
1381,1,30,7725,1897,1,0
3412,6,36,7999,9355,0,1
4700,23,52,3757,3757,0,1
6312,2,44,12990,12990,0,1
881,46,62,13420,16278,0,1
4198,1,25,20000,20000,0,1
5822,16,72,14500,13585,0,1
2615,0,41,14500,16911,0,1
4674,2,18,20890,23055,0,0
4081,0,20,21600,21612,0,0
6272,1,42,7310,8189,0,1
389,5,29,12990,12026,0,1
2259,15,56,14390,15851,0,1
6722,4,32,22777,25107,0,1
620,4,52,4781,4781,0,1
5362,3,22,18990,17490,0,1
4660,0,25,9281,9281,0,1
7186,2,49,19990,19990,0,1
2944,0,20,10990,11075,0,1
4394,2,35,9780,11655,0,1
6552,3,37,8650,7165,0,1
6141,20,65,26495,26989,0,1
5845,7,29,7500,8189,0,1
4030,1,23,8990,10088,0,1
2483,4,42,9990,10850,0,1
3479,1,46,10000,10866,0,1
4099,1,47,6100,6572,0,1
4305,1,64,13994,14626,0,1
4977,6,65,12900,12900,0,1
5737,0,39,19500,18361,0,1
5912,2,23,18900,22048,0,1
733,8,82,25990,23315,0,0
4898,4,33,10000,10892,0,1
4347,0,26,5990,6721,0,1
5046,0,37,9945,9945,0,1
6830,1,18,13690,8690,0,0
3682,0,23,7749,8671,0,1
7269,15,64,7890,8133,0,1
4019,0,37,16500,18798,0,1
2176,1,28,11000,11000,0,1
1117,22,59,13900,14621,0,1
49,0,30,7480,7978,0,1
2053,5,35,14351,14182,1,0
3540,16,80,22450,15450,0,0
534,4,68,6600,8186,0,1
691,13,77,6500,6500,0,1
7163,16,53,8990,10487,0,1
4299,0,20,27980,27980,0,0
2117,26,62,8239,9497,0,1
6507,5,32,13800,13800,0,1
2996,7,47,7500,6551,0,1
811,1,30,8490,7490,0,1
5679,9,48,15340,15450,0,1
4947,11,44,14185,15583,0,1
7299,4,45,16660,19447,0,1
567,4,47,6594,7532,0,1
109,2,23,17990,19713,0,1
3826,19,81,23490,18169,0,0
2446,15,47,22500,18636,0,1
577,2,25,27839,27954,0,1
1754,0,33,9890,10934,0,1
1705,0,20,26000,28504,0,1
1780,5,22,15370,17099,0,1
4844,1,55,28980,24376,1,0
82,4,37,28854,29000,0,1
3771,16,71,14590,14590,0,1
1513,3,20,11900,13073,0,0
